Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	pValue Cond_50 vs Cond_0.1	qValue Cond_50 vs Cond_0.1
600735			600552	-	-	predicted RNA	antisense: hemA	97	128	116	1082568	1273849	1102471	271	6266	85	18	128	1014649	476771	1195744	174	4868	0.24908536704748757	0.6975722965965601
601515			601428	-	-	predicted RNA	antisense: hemA	39	45	29	438709	453030	283070	190	4450	36	8	46	433081	228336	436702	144	4159	0.17266935064689623	0.6109453986546323
602181			601716	-	-	predicted RNA	antisense: hemA hemC	195	260	221	2169292	2573681	2091692	211	4888	166	29	258	1969738	761120	2403670	134	3672	0.35117772194953994	0.812308074215066
	601857	602786		+	hemC	Rv0510	-	3	0	0	44354	0	0	0	15	1	3	1	18019	104448	14840	1	49	0.01102286411707064	0.12964700179338154
602828			602676	-	-	predicted RNA	antisense: hemC hemD	75	90	66	843610	893378	631177	221	5159	96	25	101	1144154	658649	940265	200	5976	0.07576381688588153	0.4366515716932332
	602819	604516		+	hemD	Rv0511	-	0	0	0	6203	0	0	0	1	2	0	2	31499	0	25904	0	11	3.904601157458169E-9	1.0
603655			603402	-	-	predicted RNA	antisense: hemD	96	135	117	1074937	1333613	1110304	200	4617	95	18	146	1134731	496375	1364308	142	3930	0.20842270351362713	0.6545418187154363
	604602	605591		+	hemB	Rv0512	-	0	0	0	0	0	0	0	0	0	0	1	11210	0	12819	0	8	0.0	1.0
	605604	606152		+		Rv0513	-	0	0	1	0	0	10199	0	6	2	0	1	26960	16474	18404	1	37	1.914644209239118E-4	0.004443009508250558
	606149	606448		+		Rv0514	-	1	1	1	21588	11111	13880	2	51	0	0	1	9147	0	13457	1	25	0.8039161393007721	1.0
606551	606551	608062		+		Rv0515	-	84	87	98	943796	862008	933280	26	603	121	27	72	1431774	724546	673936	20	623	0.13137606603273658	0.5423052418062866
	608535	608059		-		Rv0516c	-	8	16	12	95285	158249	121083	11	261	5	1	18	64030	35914	175797	7	192	0.7658687369272748	1.0
	608746	610056		+		Rv0517	-	10	14	10	119975	146801	100368	4	93	10	6	14	129986	171993	138776	3	112	0.08373250512221218	0.45380233129585346
	610188	610883		+		Rv0518	-	6	4	6	70533	41694	64511	3	84	3	1	5	40990	46622	52340	2	67	0.48447241719698775	0.9479672228927385
	612074	611172		-		Rv0519c	-	6	2	5	67617	24017	55573	2	54	5	0	2	63136	0	26755	1	33	0.8976949957121899	1.0
	613038	614342		+	gabP	Rv0522	-	16	13	10	186600	134231	97739	4	106	14	5	23	173933	154530	218989	4	139	0.045476373762494894	0.3281177690124211
	614721	614326		-		Rv0523c	-	0	1	3	3598	18237	28969	1	42	3	0	2	38445	4448	24680	2	56	0.3796639869992978	0.8397205029304408
	614835	616223		+	hemL	Rv0524	-	5	4	2	58933	45566	20557	1	30	4	3	3	48624	85337	36436	1	40	0.15373171308763947	0.5836626619173289
	616223	616831		+		Rv0525	-	0	0	1	0	2918	15352	0	10	0	0	0	481	7248	744	0	4	0.641241359910994	1.0
	616846	617496		+		Rv0526	-	0	0	0	0	0	8412	0	4	0	2	1	10522	61449	12712	0	43	5.343498352237941E-11	2.903751699513605E-9
	617493	618272		+	ccdA	Rv0527	-	1	0	0	11166	0	8885	0	8	0	0	2	412	25370	18989	0	19	0.237756735102079	1.0
	618305	619894		+		Rv0528	-	0	1	1	6823	10998	10725	0	5	6	2	0	73590	73805	0	0	30	5.683771453391902E-5	0.0014699054728561105
	619891	620865		+	ccsA	Rv0529	-	0	1	1	0	12738	10462	0	7	0	0	0	5158	0	3776	0	3	0.5320125259937393	1.0
	620907	622124		+		Rv0530	-	19	37	26	213523	368630	252260	9	228	26	11	21	318294	313179	199787	6	227	0.13426323990067063	0.5479012251840105
622452	622282	622121	622088	-		Rv0530A	-	10	10	11	111972	101346	110042	28	665	10	3	10	130055	82866	95904	20	635	0.2961079280536243	0.7504081081075614
	622329	622646		+		Rv0531	-	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	2.1015087423433738E-19	1.0
	622793	624577		+	PE_PGRS6	Rv0532	-	3	0	1	37344	9764	14458	0	11	5	1	5	68294	41515	48244	0	29	0.023082807436573177	0.21923560248939966
	625480	624473		-	fabH	Rv0533c	-	17	18	17	193796	184904	167297	7	180	26	1	20	318707	44810	189946	6	183	0.1436348423605742	0.567680774484085
	626440	625562		-	menA	Rv0534c	-	1	1	2	19230	18518	21556	0	22	3	0	0	38514	0	8617	0	17	0.8937449318766334	1.0
	626457	627251		+		Rv0535	-	0	1	0	0	14758	0	0	6	0	0	0	2888	4612	8829	0	6	0.48755284245881353	1.0
	627248	628288		+	galE3	Rv0536	-	8	6	7	90012	61335	71188	3	71	8	1	8	100825	52059	80585	2	74	0.2049425391699591	0.6464499049644632
	629731	628298		-		Rv0537c	-	5	3	3	62531	29966	31861	1	28	1	2	0	23314	62108	3563	0	20	0.7482870936394972	1.0
	630040	631686		+		Rv0538	-	55	49	57	616501	488832	541009	14	333	35	6	44	423314	160461	414202	7	201	0.9355806213126056	1.0
631687	631743	632375		+		Rv0539	-	61	55	69	681823	543434	653890	42	989	68	20	60	809766	546293	567074	32	1012	0.10618998619926184	0.5015111229410683
	632372	633034		+		Rv0540	-	2	3	1	24813	31537	18191	1	37	2	1	1	27303	28665	15159	1	35	0.422770396173296	0.8849114143207994
	634404	633055		-		Rv0541c	-	3	4	0	37158	47979	105	0	21	4	3	5	58321	81548	48882	1	46	0.03193987572410494	0.2683324588719814
	635504	634416		-	menE	Rv0542c	-	2	1	2	26178	13524	23922	0	19	1	0	1	13480	0	9680	0	7	0.16965044153526657	1.0
	635875	635573		-		Rv0543c	-	0	0	0	0	0	0	0	0	0	0	0	4745	0	7074	0	13	0.0	1.0
635658			635669	+	-	predicted RNA	antisense: Rv0543c	4	4	4	54590	46464	41272	169	3953	2	0	4	32874	15815	45000	94	2602	0.9474727689908816	1.0
	636213	635935		-		Rv0544c	-	1	1	0	15322	10549	7886	1	40	0	0	0	9147	0	0	0	10	0.07093349293591562	0.42530375024285716
	637463	636210		-	pitA	Rv0545c	-	4	3	4	45347	30246	39379	1	30	2	1	4	25928	51565	40053	0	31	0.30615767588887977	0.764492768028371
636699			636838	+	-	predicted RNA	antisense: pitA	63	69	57	701861	690291	543796	198	4609	63	14	79	752957	369522	744521	155	4445	0.12637388331352503	0.5334543569960305
637079			637106	+	-	predicted RNA	antisense: pitA	12	13	15	133808	137373	143796	214	4940	13	3	15	159834	87149	143138	158	4644	0.2545238853586246	0.7031345172745015
637165			637365	+	-	predicted RNA	antisense: pitA	87	130	114	968982	1292760	1085646	240	5551	74	14	116	885694	372981	1085691	141	3887	0.37265954580048666	0.8322290457396391
	637969	637583		-		Rv0546c	-	0	0	0	0	0	0	0	0	0	0	0	10110	0	6063	0	13	0.0	1.0
	638916	638032		-		Rv0547c	-	0	2	0	0	20987	6203	0	10	2	1	3	34181	46622	31968	1	42	0.002510312943877403	0.040062354899872456
	639956	639012		-	menB	Rv0548c	-	1	1	0	12344	11616	5573	0	10	0	0	2	0	0	21861	0	7	0.41749323751245365	1.0
	640641	640228		-	vapC3	Rv0549c	-	0	0	0	0	0	0	0	0	0	0	0	10110	0	6223	0	13	0.0	1.0
	640904	640638		-	vapB3	Rv0550c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	6117	0	7	0.0	1.0
	642811	641096		-	fadD8	Rv0551c	-	5	7	4	66004	74242	39116	1	34	0	0	1	10316	21746	16595	0	9	0.022344117818446828	0.21384696308540777
	642889	644493		+		Rv0552	-	9	8	5	105831	80022	49684	2	48	7	7	8	87001	187973	77180	1	73	0.04231776123332726	0.31620282234209013
	644490	645470		+	menC	Rv0553	-	0	0	3	9739	841	29495	0	13	6	1	1	76891	31630	13191	1	41	0.016768123609063153	0.17557452354562955
	645467	646255		+	bpoC	Rv0554	-	1	0	0	18176	7856	1735	0	11	2	0	0	33631	0	5425	0	16	0.7986573872960463	1.0
	646298	647962		+	menD	Rv0555	-	1	2	3	15198	23905	33280	0	14	1	2	5	13548	55683	53510	0	24	0.13949312265008895	1.0
	647959	648474		+		Rv0556	-	0	0	0	0	4208	0	0	2	0	0	0	0	0	0	0	0	0.0	1.0
	648536	649672		+	mgtA	Rv0557	-	3	3	5	43548	29966	49579	1	36	3	2	3	45873	77759	33404	1	46	0.18776456313543025	0.6250454285087501
	649689	650393		+	menH	Rv0558	-	10	15	13	116625	151122	126603	8	186	10	1	14	128335	42339	131914	5	143	0.6720663983765028	1.0
650745	650745	650407		-		Rv0559c	-	12	15	22	140260	155274	215878	22	502	10	0	14	118569	0	136223	10	250	0.49382760319466884	0.9549558110426636
	651504	650779		-		Rv0560c	-	4	5	3	50496	49719	29442	2	59	1	1	8	18638	38550	81808	2	63	0.2609278101257706	0.7082802139805875
	652755	651529		-		Rv0561c	-	3	0	0	40818	0	0	0	11	0	3	0	0	92915	0	0	25	0.08981250575582587	1.0
	652771	653778		+	grcC1	Rv0562	-	0	1	0	0	15544	7623	0	7	0	1	2	0	38220	19148	0	18	0.1302489499146487	1.0
	653879	654739		+	htpX	Rv0563	-	0	0	1	5459	9820	15404	0	11	0	0	0	10797	0	6489	0	6	0.6094465863542501	1.0
655949	655949	654924		-	gpdA1	Rv0564c	-	38	78	61	430831	770594	581177	25	579	36	8	42	436588	229818	392287	11	343	0.947909956434136	1.0
	657470	656010		-		Rv0565c	-	13	28	19	148014	286307	180126	6	140	10	2	12	120082	54365	111755	2	65	0.3789103412354972	0.8392446938028854
	658039	657548		-		Rv0566c	-	0	2	0	1178	25252	0	0	17	0	0	0	7083	0	7180	0	9	0.6030911694394933	1.0
658109			658189	+	tyrT	Rvnt05	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	658321	659340		+		Rv0567	-	1	5	2	14702	58922	26919	1	32	1	0	0	20907	12685	7287	0	13	0.16042112178571125	0.5968076481389498
	659450	660868		+	cyp135B1	Rv0568	-	0	1	0	6699	15039	0	0	5	6	5	2	80261	145304	22819	1	58	5.291230613447062E-22	4.1300460042778607E-20
	661003	661269		+		Rv0569	-	0	0	0	0	0	3732	0	4	0	0	1	0	0	10851	0	13	0.14746557194156037	1.0
661259			661035	-	-	predicted RNA	antisense: Rv0569	58	78	169	647332	772615	1602050	198	4477	83	114	201	992090	3009719	1875904	241	8707	0.002280302295794766	0.03750704121014149
	661295	663373		+	nrdZ	Rv0570	-	4	5	1	47642	52861	16771	0	18	3	8	3	38239	234266	31329	0	48	0.0035101163495172578	0.05214162452760411
	664818	663487		-		Rv0571c	-	4	7	19	55086	72783	186487	3	78	4	1	11	57702	50247	105106	1	53	0.8738842261074096	1.0
	665383	665042		-		Rv0572c	-	0	0	1	0	8810	10830	0	19	1	0	0	14030	0	0	0	13	0.5704927798261246	1.0
	667242	665851		-	pncB2	Rv0573c	-	5	2	5	59987	29292	56361	1	34	2	2	4	35006	53377	39414	0	30	0.3367446842939471	0.7964985838423774
	668394	667252		-		Rv0574c	-	2	0	2	29714	2861	25499	0	16	3	0	6	39202	0	63297	1	29	0.1529942093808165	0.582596614440037
	669745	668579		-		Rv0575c	-	2	0	0	22332	4713	8517	0	10	0	2	5	5020	65403	55531	1	35	0.005755111830658413	0.07918812528530951
	669848	671152		+		Rv0576	-	1	2	3	16935	27216	29758	0	18	2	1	5	31430	31960	49787	0	28	0.18426676374809708	0.621540257748648
	671166	671951		+	TB27.3	Rv0577	-	11	22	14	126054	218855	139064	8	205	15	3	16	188514	93245	154095	6	184	0.29902975494087963	0.7560275253010579
	675916	671996		-	PE_PGRS7	Rv0578c	-	0	2	2	6761	26430	20872	0	4	9	2	2	111898	53047	26968	0	16	0.0012826019639087824	1.0
675863			676009	+	-	predicted RNA	antisense: PE_PGRS7	82	145	144	916253	1435690	1368822	368	8437	116	9	170	1374415	241515	1587127	279	7263	0.19414066614892475	0.6330884660726868
676238	676238	676996		+		Rv0579	-	35	17	28	398883	175982	269190	15	370	21	7	25	259491	191927	234361	9	301	0.47430476509352015	0.9357492447364347
	677616	677125		-		Rv0580c	-	1	0	1	19292	6509	14984	1	27	1	0	2	13480	0	26542	1	27	0.5617843005196235	1.0
	677710	677925		+	vapB26	Rv0581	-	0	0	0	0	4377	7833	0	18	1	0	0	23383	0	0	1	36	0.7688782029045739	1.0
	677922	678329		+	vapC26	Rv0582	-	1	1	2	20533	18237	27181	2	53	4	1	1	53438	27182	18510	2	80	0.21343048555344296	0.6600606544097888
	679075	678389		-	lpqN	Rv0583c	-	21	31	27	234119	310718	255625	16	388	25	3	28	304126	102141	265797	11	326	0.3729630452917756	0.8322290457396391
	679229	681862		+		Rv0584	-	10	15	20	111104	150168	193270	2	57	14	2	17	176547	69192	165851	1	52	0.2916720706938269	0.7453908931940018
	684272	681885		-		Rv0585c	-	24	30	18	268858	300336	171819	4	103	12	3	27	150068	85831	251968	2	68	0.8658502075534075	1.0
	684410	685132		+	mce2R	Rv0586	-	0	1	1	0	17564	15562	0	15	1	0	0	14786	0	0	0	6	0.9026510356061882	1.0
	685129	685926		+	yrbE2A	Rv0587	-	3	4	1	37655	42704	14721	1	39	3	2	4	39614	53377	38989	1	55	0.19128721524526923	0.627989012189254
	685928	686815		+		Rv0588	-	1	2	3	17245	22671	31072	1	26	0	1	3	0	51400	30851	0	30	0.33752356532910893	0.7976219589874525
	686821	688035		+	mce2A	Rv0589	-	1	0	0	18114	0	0	0	4	0	0	0	0	0	0	0	0	1.0	1.0
	689059	690504		+	mce2C	Rv0591	-	1	1	0	16191	18742	8359	0	9	3	1	0	44773	30642	9095	0	19	0.1492097251640227	1.0
	690501	692027		+	mce2D	Rv0592	-	1	0	2	19106	7407	21030	0	10	1	5	0	13755	130971	425	0	31	0.010227737178479818	0.12368359354144749
	692024	693232		+	lprL	Rv0593	-	5	7	11	65694	73737	108727	2	68	3	2	13	44016	64909	127978	2	65	0.30417110200885245	0.7609595226829857
	693237	694787		+	mce2F	Rv0594	-	4	10	10	47642	98933	95110	2	51	4	0	11	50000	16309	108244	1	37	0.6830483725187371	1.0
	695231	694839		-	vapC4	Rv0595c	-	1	4	3	19851	43153	33806	3	82	0	0	3	7977	4283	31010	1	36	0.2121899160691143	0.6600606544097888
	695485	695228		-	vapB4	Rv0596c	-	0	1	0	0	18911	0	1	24	1	1	0	12310	41680	7765	1	79	0.04272982281252808	0.3168206033405579
	696903	695668		-		Rv0597c	-	12	13	14	139950	128900	137644	4	109	7	2	18	91953	74958	171223	3	91	0.48485276300415664	0.9482792307867174
	697567	697154		-	vapC27	Rv0598c	-	0	0	0	5459	0	0	0	4	0	0	0	6052	0	0	0	4	0.5066457978342451	1.0
	697800	697564		-	vapB27	Rv0599c	-	0	0	0	0	2244	0	0	3	0	0	0	0	0	0	0	0	1.9655428690817593E-293	1.0
	698410	697904		-		Rv0600c	-	1	2	3	13647	26936	29390	2	46	2	0	2	29779	18286	20638	1	45	0.4370442082746994	0.897154081873873
	698994	698524		-		Rv0601c	-	0	0	0	496	5723	5152	0	8	3	0	1	36519	0	9308	1	32	0.02137812877460163	0.20858251552128362
	699799	699038		-	tcrA	Rv0602c	-	1	0	0	14081	448	7939	0	9	0	1	2	8046	28006	27500	0	27	0.07658383368668999	0.43836586402261346
	699856	700167		+		Rv0603	-	0	0	0	0	6060	0	0	6	0	0	1	0	0	12393	0	13	0.6415634157938301	1.0
	700239	701189		+	lpqO	Rv0604	-	9	10	4	104156	99887	41114	3	85	13	2	12	158940	74299	111968	4	120	0.053397207327256724	0.3593012712475127
	701430	702014		+		Rv0605	-	0	0	0	3039	4489	0	0	4	2	0	0	25653	0	7180	0	18	0.020912518632021704	1.0
	702813	703199		+		Rv0607	-	1	1	1	16004	10493	10515	1	31	0	0	1	8665	0	12074	0	17	0.6163535239158996	1.0
	703244	703489		+	vapB28	Rv0608	-	0	0	1	8126	0	16403	1	33	0	0	0	0	14168	0	0	19	0.5963785591607078	1.0
	703486	703887		+	vapC28	Rv0609	-	0	2	2	4714	20819	25972	1	42	0	0	0	11348	17627	6276	0	29	0.39319082723511245	0.8546831552227941
	703830	704057		+		Rv0609A	-	1	4	0	14516	48597	9358	4	105	2	0	1	23865	0	12234	2	52	0.27561506235559846	0.7267908247497445
704187			704247	+	B55	RVnc0005	-	0	0	0	7568	3423	3470	3	79	0	0	1	4401	0	12925	4	94	0.4972023379106928	0.9580294598970396
	705909	704752		-		Rv0610c	-	5	0	1	56265	6509	10567	0	21	4	0	2	54539	0	24361	0	22	0.36879728739898177	1.0
	706182	705961	705961	-		Rv0611c	-	10	12	12	116749	118574	115299	22	526	7	2	11	94497	68698	103723	13	400	0.6947329893986118	1.0
	706324	706929		+		Rv0612	-	3	3	3	33622	38103	36540	2	59	2	0	3	30880	12191	34202	1	42	0.7149640845562087	1.0
	709515	706948		-		Rv0613c	-	1	1	1	16253	13243	15825	0	5	4	3	3	48486	95222	32872	0	22	6.851458633117373E-4	1.0
	709356	710348		+		Rv0614	-	4	4	4	49379	41806	37854	1	43	8	0	9	102888	988	86702	2	63	0.11268775529446377	0.5119243740519925
	710345	710587		+		Rv0615	-	1	0	0	16004	0	0	0	21	0	0	0	0	0	4308	0	5	0.057867434836619755	1.0
	710782	711009		+	vapB29	Rv0616A	-	0	0	0	2605	224	0	0	4	0	0	0	3851	12685	8829	1	37	7.451686520831743E-10	3.719777934177985E-8
	711006	711407		+	vapC29	Rv0617	-	1	0	0	17555	9595	0	0	22	0	0	0	0	0	0	0	0	1.0	1.0
	712716	713807		+	galK	Rv0620	-	0	0	0	10669	0	0	0	3	0	1	2	0	29654	24308	0	16	0.0025818771913732642	1.0
	714202	715266		+		Rv0621	-	0	2	0	0	25252	0	0	7	0	1	1	9834	29489	10425	0	15	0.36868858499857726	1.0
	715370	716317		+		Rv0622	-	1	2	4	15632	24915	39852	1	28	1	0	3	23314	15650	36170	0	26	0.4181179590105256	0.8816210206444923
	716410	716664		+	vapB30	Rv0623	-	1	1	0	12468	13692	0	1	34	0	0	0	0	0	0	0	0	1.0	1.0
	716664	717059		+	vapC30	Rv0624	-	2	4	3	22890	40235	36855	3	84	0	0	2	3988	0	27872	1	26	0.07503594025218162	0.4353098533819131
	717893	717153		-		Rv0625c	-	1	2	1	20161	25364	11671	1	25	3	1	6	40233	36573	60106	2	61	0.041653491876152623	0.31495409066492297
	718025	718285		+	vapB5	Rv0626	-	0	1	1	0	15375	12355	1	35	0	0	0	8528	20757	7819	1	47	0.6799705164854157	1.0
	718282	718689		+	vapC5	Rv0627	-	4	6	5	51054	64478	54731	6	139	1	1	2	18775	26194	21382	1	54	0.18622511189430266	0.6248707325431123
	719912	718761		-		Rv0628c	-	3	3	1	34677	38327	14195	1	25	3	1	3	42709	33443	30265	0	30	0.2709920473294321	0.7199064722681014
	721732	720005		-	recD	Rv0629c	-	0	1	0	0	14141	0	0	2	1	0	6	14855	0	56382	0	13	0.001350469618770981	1.0
	725013	721729		-	recB	Rv0630c	-	8	4	1	92369	47250	17507	0	15	3	5	3	44497	138550	33085	0	21	0.1090479785531444	1.0
	728306	725013		-	recC	Rv0631c	-	4	2	2	48697	20650	21871	0	9	4	4	6	58940	123887	58085	0	24	0.006540778717254518	1.0
	729278	728583		-	echA3	Rv0632c	-	8	2	10	89454	23120	98264	4	100	3	0	5	40233	0	47712	1	42	0.28363244859382314	0.7338383540154643
	730166	729327		-		Rv0633c	-	1	4	1	17617	39955	16403	1	29	2	3	1	27303	81054	13723	1	48	0.14852642299051788	0.5734028182538609
	731033	730320		-		Rv0634c	-	0	0	0	8436	0	9253	0	8	0	0	0	0	0	2180	0	1	3.806391893835699E-9	1.0
	731113	731364		+		Rv0634A	-	3	2	2	38337	28956	22502	5	118	1	0	2	12585	13179	27553	2	70	0.7628680780383055	1.0
731494			731566	+	thrT	Rvnt06	-	0	0	0	620	0	0	0	2	0	0	0	0	0	0	0	0	8.644555542427601E-32	1.0
731603			731676	+	metT	Rvnt07	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	731712	731879		+	rpmG2	Rv0634B	-	0	0	0	0	4826	0	0	9	0	0	1	4883	0	10319	1	30	0.11625949775998423	0.5170821037999868
	731930	732406		+	hadA	Rv0635	-	0	1	4	3660	13187	43217	1	41	0	0	2	2819	24217	22021	1	34	0.9712425159265242	1.0
	732393	732821		+	hadB	Rv0636	-	2	5	6	31885	57239	60567	5	116	3	0	9	38789	1317	89787	4	100	0.34174526625464585	0.8025779146778964
	732825	733325		+	hadC	Rv0637	-	0	0	1	0	0	9884	0	6	2	0	0	28954	0	2393	0	20	0.10324092860796921	1.0
733643			733404	-	-	predicted RNA	antisense: trpT	102	150	143	1132816	1484511	1359779	240	5523	118	19	156	1400275	521252	1457393	169	4692	0.18764435269105434	0.6250454285087501
733524			733596	+	trpT	Rvnt08	-	0	0	0	1240	0	0	0	5	0	0	0	0	0	106	0	0	3.0459054722204166E-77	1.0
	733737	734222		+	secE1	Rv0638	-	5	1	2	56761	14646	19873	2	62	0	0	2	0	19604	21595	0	28	0.21154261730725904	0.6598477910110688
735026			734055	-	-	predicted RNA	antisense: nusG rplK secE1	576	739	681	6399193	7301851	6448159	299	6909	601	145	825	7116781	3801812	7688031	223	6380	0.3836347899715494	0.8431369275325205
	734254	734970		+	nusG	Rv0639	-	2	3	1	28473	31144	13301	1	33	0	1	2	9766	45304	27180	1	38	0.3458863436990634	0.8065671230310044
	735022	735450		+	rplK	Rv0640	-	2	2	1	22394	27328	10147	1	46	3	0	2	36176	11861	19148	1	52	0.49183093201041056	0.9528114580869551
736163			735251	-	-	predicted RNA	antisense: rplA rplK	603	782	642	6698635	7725084	6080178	323	7485	609	157	806	7204126	4136243	7509734	237	6882	0.38166555635507576	0.8411140828708112
	735517	736224		+	rplA	Rv0641	-	2	3	2	26488	32042	22029	1	37	1	0	4	18225	13179	40691	1	33	0.43709718671299114	0.897154081873873
	737203	736298		-	mmaA4	Rv0642c	-	8	23	13	93734	227890	130231	7	166	7	0	13	82943	0	129148	3	78	0.4194913934084132	0.8819179979932996
	738149	737268		-	mmaA3	Rv0643c	-	4	6	6	53846	62682	59463	2	66	2	0	4	25584	16309	44734	1	32	0.5041642731556475	0.9653778878934857
	739160	738297		-	mmaA2	Rv0644c	-	0	0	0	0	0	0	0	0	1	0	0	20632	0	0	0	7	0.0	1.0
	740187	739327		-	mmaA1	Rv0645c	-	15	16	11	175124	167171	108464	7	174	5	4	15	68569	117627	145212	4	128	0.7094271050415735	1.0
	741139	740234		-	lipG	Rv0646c	-	9	9	9	104900	89506	85594	4	103	2	0	7	27303	5930	71063	1	38	0.16995917719156792	0.6080289564028343
	742617	741151		-		Rv0647c	-	4	0	1	44540	8810	11566	0	14	3	2	8	40508	69851	79734	1	43	0.006612479883858809	0.08871055044189333
	742719	746366		+		Rv0648	-	0	1	1	10359	15151	16614	0	3	2	6	1	26478	179077	9521	0	19	4.356372089323636E-6	1.0
	746363	747037		+	fabD2	Rv0649	-	0	0	0	1861	0	0	0	0	0	0	0	0	5436	0	0	2	0.09494910091724787	1.0
	747037	747945		+		Rv0650	-	0	0	0	8746	0	7781	0	6	0	0	0	0	19110	0	0	7	0.48743134227123874	1.0
	748276	748812		+	rplJ	Rv0651	-	3	0	5	35049	0	50315	2	52	2	0	1	27991	0	18510	1	28	0.4808218775441895	0.9434041683259622
	748849	749241		+	rplL	Rv0652	-	1	0	1	17245	0	16929	1	28	1	1	2	11898	43822	21436	1	65	0.11664926094223627	0.5170821037999868
749929	749929	749234	748993	-		Rv0653c	-	20	31	29	233064	315432	276077	17	394	37	10	38	445185	273146	362074	17	517	0.030880063255608534	0.2630319673736656
	750000	751505		+		Rv0654	-	6	10	8	75558	98933	83438	2	57	4	0	3	53301	0	31010	0	18	0.0785488741429579	0.44160265745211835
	751517	752596		+	mkl	Rv0655	-	1	0	3	19913	4938	36855	0	19	1	1	2	22627	27677	27021	0	23	0.3231707338524255	1.0
752666			751555	-	-	predicted RNA	antisense: mkl	871	1236	1096	9680272	12216049	10378548	419	9674	842	197	1218	9967193	5160790	11338031	280	7933	0.36892384475713375	0.8311306638158734
	753367	752984		-	vapC6	Rv0656c	-	8	16	17	96712	164253	162565	16	367	7	0	14	87276	0	137393	8	195	0.6145423290286509	1.0
	753617	753462		-	vapB6	Rv0657c	-	0	0	0	0	5555	8201	1	29	0	0	0	0	0	0	0	0	0.0	0.0
	754409	753693		-		Rv0658c	-	1	1	5	19230	19135	52313	1	42	2	0	6	29711	0	59414	1	41	0.37122362305067297	0.8322290457396391
	754993	754685		-	mazF2	Rv0659c	-	0	0	1	0	8810	18243	1	29	0	0	0	0	0	0	0	0	1.0	1.0
754692			754754	+	-	predicted RNA	antisense: mazF2	26	35	27	293052	348316	257255	205	4754	19	4	41	228748	123228	383563	143	3891	0.4762464372963834	0.9382863493865874
	755225	754980		-	mazE2	Rv0660c	-	0	0	1	0	8305	12618	1	28	0	0	0	0	0	0	0	0	1.0	1.0
	755772	755335		-	vapC7	Rv0661c	-	0	0	0	0	0	0	0	0	0	1	0	0	26688	0	0	20	0.0	1.0
	756023	755769		-	vapB7	Rv0662c	-	0	0	0	0	617	0	0	0	0	0	0	0	21746	0	0	28	1.595409126937E-312	2.6342659161302E-310
	756137	758500		+	atsD	Rv0663	-	3	3	5	37717	31593	48107	0	16	3	1	5	35694	30971	46914	0	16	0.3279689849450073	1.0
	758532	758804		+	vapB8	Rv0664	-	0	3	0	10545	29854	5047	2	55	0	0	0	6533	0	9042	0	19	0.16235418754882275	0.5971340756712151
	758801	759139		+	vapC8	Rv0665	-	0	0	0	0	0	0	0	0	0	0	0	6464	0	0	0	6	0.0	1.0
	759136	759309		+		Rv0666	-	0	0	0	0	0	0	0	0	0	0	0	2888	0	0	0	5	5.4362903232727027E-219	1.0
759723			759628	-	-	predicted RNA	-	43	58	70	479776	577890	671398	262	6003	63	7	70	750894	199341	651861	203	5562	0.14448415724442698	0.567680774484085
	759807	763325		+	rpoB	Rv0667	-	4	5	4	48200	58080	44164	0	14	3	0	12	40784	25700	118829	0	17	0.16414013357823068	1.0
763949			760002	-	-	predicted RNA	antisense: rpoB rpoC	3364	3974	3654	37360049	39255162	34582386	405	9388	3927	612	4367	46454539	16048434	40652500	311	8709	0.24845300523029007	0.6975722965965601
	763370	767320		+	rpoC	Rv0668	-	5	12	15	61042	124635	145583	1	27	5	6	21	59697	177429	197446	1	36	0.054851825790728774	0.3645184026619174
764820			764007	-	-	predicted RNA	antisense: rpoC	631	772	601	7013523	7628731	5690273	358	8326	613	89	791	7258528	2347446	7367872	254	6950	0.3708369361763391	0.8322290457396391
766934			764897	-	-	predicted RNA	antisense: rpoC	1316	1820	1302	14614764	17980864	12326077	316	7347	1341	143	1922	15869050	3766886	17895053	231	6138	0.41254248990302544	0.8754547252366229
767254			767144	-	-	predicted RNA	antisense: rpoC	52	75	61	577605	742817	582018	247	5713	47	7	72	564855	196540	679308	159	4326	0.3761323395673536	0.8357847483243525
769597	769597	767684	767377	-		Rv0669c	-	133	184	126	1487903	1817732	1195846	33	783	101	6	153	1203851	178747	1426648	18	489	0.4491806562836297	0.9087335331883234
