Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_0.1 vs Cond_6	qValue Cond_0.1 vs Cond_6
	1149107	1148427		-	kdpE	Rv1027c	-	0	0	2	0	0	26808	0	13	1	0	22510	0	0	16	0.5408853290308481	1.0
	1151686	1149104		-	kdpD	Rv1028c	-	11	6	8	136519	178253	81542	1	51	6	6	111618	178253	1	56	0.5017988113340135	1.0
	1151920	1152012		+	kdpF	Rv1028A	-	0	0	0	0	0	3457	0	12	0	0	0	0	0	0	0.0	1.0
	1152012	1153727		+	kdpA	Rv1029	-	10	0	12	125034	17792	119734	1	51	6	0	124896	17792	1	41	0.4454468731014088	1.0
	1153724	1155853		+	kdpB	Rv1030	-	4	4	3	50068	111532	28829	0	29	4	4	88278	111532	0	46	0.5537636213281264	1.0
	1155853	1156422		+	kdpC	Rv1031	-	4	0	7	54126	16968	66223	2	80	1	0	24896	16968	0	36	0.6485946963877431	1.0
	1157955	1156426		-	trcS	Rv1032c	-	60	7	25	715818	197693	238244	8	250	7	7	146058	197693	2	112	0.838125945479479	1.0
	1158736	1157963		-	trcR	Rv1033c	-	1	0	1	12310	0	15797	0	12	1	0	35477	0	0	22	0.6141608446302789	1.0
	1160828	1160544		-	esxI	Rv1037c	-	3	1	6	36244	28006	60425	5	145	1	1	32261	28006	2	105	0.5715321124634836	1.0
	1161151	1160855		-	esxJ	Rv1038c	-	2	0	0	31636	0	8723	1	45	2	0	43257	0	1	72	0.5811216774653214	1.0
	1162472	1161297		-	PPE15	Rv1039c	-	1	0	3	20220	22899	32180	0	21	0	0	14419	22899	0	15	0.5700865288786727	1.0
	1163376	1162549		-	PE8	Rv1040c	-	1	0	0	12861	0	0	0	5	1	0	21473	0	0	12	0.660798227858616	1.0
	1165435	1164572		-		Rv1041c	-	1	2	6	20770	63756	63085	1	56	4	2	87655	63756	1	87	0.5583475055228803	1.0
	1165499	1165092		-		Rv1042c	-	0	2	4	0	63261	37978	2	82	0	2	0	63261	1	77	0.47393832554196247	1.0
	1166806	1165781		-		Rv1043c	-	5	0	4	60316	15650	37925	1	37	2	0	43568	15650	0	28	0.5593097693012645	1.0
	1167053	1167676		+		Rv1044	-	3	0	10	45804	0	102074	3	78	3	0	59854	0	1	47	0.6008009598645646	1.0
	1167673	1168554		+		Rv1045	-	36	1	52	430192	50247	487287	14	365	17	1	317738	50247	5	208	0.5646944884027838	1.0
1169423	1169423	1170670		+		Rv1047	-	1104	45	1798	13061623	1190609	16740159	328	8277	345	45	6373029	1190609	74	3030	0.682310990847762	1.0
1170671			1170699	+	-	predicted RNA	-	17	0	28	210522	20922	266702	226	5725	6	0	114419	20922	57	2333	0.6543730480078965	1.0
	1172153	1171038		-		Rv1048c	-	2	3	4	34525	100000	45425	1	53	2	3	37863	100000	1	61	0.5094388919208818	1.0
	1172386	1172832		+		Rv1049	-	0	0	0	10591	0	0	0	7	0	0	0	0	0	0	0.0	1.0
	1172881	1173786		+		Rv1050	-	1	3	1	21045	87314	13670	0	44	0	3	0	87314	0	48	0.4991643532326987	1.0
	1174700	1173945		-		Rv1051c	-	3	2	0	45254	67545	7659	1	53	0	2	0	67545	0	44	0.4558201459215842	1.0
	1175723	1176112		+		Rv1052	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
1177396			1177469	+	leuX	Rvnt17	-	0	0	0	9009	0	0	1	40	0	0	7676	0	1	51	0.5539247704163597	1.0
	1177628	1178392		+		Rv1056	-	5	0	6	65199	0	64574	2	56	4	0	85788	0	1	56	0.48542633158781956	1.0
	1179396	1180577		+		Rv1057	-	0	1	2	0	33443	22340	0	15	2	1	41804	33443	0	31	0.6097956476767339	1.0
	1180684	1182315		+	fadD14	Rv1058	-	0	2	1	0	65403	11223	0	15	2	2	37863	65403	0	31	0.6008231819250297	1.0
	1182391	1183455		+		Rv1059	-	0	0	1	9834	0	10425	0	6	1	0	20746	0	0	9	0.5824624722971079	1.0
	1183508	1183981		+		Rv1060	-	2	0	0	25928	25370	5425	1	39	0	0	0	25370	0	26	0.5898578002932655	1.0
	1184015	1184878		+		Rv1061	-	0	0	1	0	0	15691	0	6	0	0	0	0	0	0	0.0	1.0
	1184883	1185740		+		Rv1062	-	7	0	6	88308	21087	64787	2	67	2	0	40145	21087	0	35	0.6226048272637961	1.0
	1186823	1185741		-		Rv1063c	-	5	0	15	68019	0	146170	2	65	4	0	88174	0	1	40	0.5983179706281937	1.0
	1187323	1186904		-	lpqV	Rv1064c	-	0	0	0	0	21252	0	0	16	0	0	0	21252	0	25	0.5772483971089799	1.0
	1187435	1188001		+		Rv1065	-	4	1	0	54539	43327	8138	1	62	0	1	0	43327	0	38	0.6040923181510778	1.0
1187479			1187463	-	-	predicted RNA	antisense: Rv1065	13	0	11	154745	22570	106223	206	5559	3	0	63381	22570	59	2527	0.6402673765406564	1.0
	1187998	1188393		+		Rv1066	-	2	0	1	25309	12850	16808	1	46	1	0	28423	12850	1	52	0.5116734557928768	1.0
	1190424	1188421		-	PE_PGRS19	Rv1067c	-	8	0	5	95735	12191	47978	0	25	1	0	24688	12191	0	9	0.6809408146484	1.0
	1192148	1190757		-	PE_PGRS20	Rv1068c	-	1	0	0	18225	0	0	0	4	2	0	47302	0	0	16	0.8859227539171056	1.0
	1194273	1192510		-		Rv1069c	-	1	3	2	15749	98682	26223	0	26	0	3	0	98682	0	27	0.49711337110426485	1.0
	1195043	1194270		-	echA8	Rv1070c	-	1	2	1	20082	64744	13723	0	42	1	2	20124	64744	1	54	0.5306515754277503	1.0
	1196092	1195055		-	echA9	Rv1071c	-	8	0	3	100756	0	36702	1	44	0	0	0	0	0	0	0.0	0.0
1197160			1196234	-	-	predicted RNA	antisense: Rv1072	1266	289	1472	14982668	7581383	13709574	450	13043	914	289	16888278	7581383	306	13198	0.4769531327000517	1.0
	1196279	1197115		+		Rv1072	-	4	0	2	56189	2635	19308	1	31	0	0	0	2635	0	1	1.3065913539538764E-32	7.921676723114644E-31
	1197231	1198082		+		Rv1073	-	18	3	26	213755	95387	242606	7	215	5	3	107676	95387	2	119	0.5870969812476555	1.0
	1199373	1198156		-	fadA3	Rv1074c	-	14	3	9	175584	102306	91968	3	101	6	3	125414	102306	2	93	0.47626866675575236	1.0
	1200370	1199426		-		Rv1075c	-	2	3	1	31774	93904	12765	1	48	0	3	0	93904	0	49	0.49093322135952816	1.0
	1200767	1201660		+	lipU	Rv1076	-	2	0	0	24346	0	9042	0	12	2	0	38278	0	0	21	0.5946682073136803	1.0
	1201717	1203111		+	cbs	Rv1077	-	3	2	4	39339	57331	39148	0	32	1	2	27904	57331	0	30	0.4768765457727988	1.0
	1203313	1204035		+		Rv1078	-	2	1	0	29298	27347	0	0	26	1	1	26659	27347	0	37	0.5554226754656693	1.0
	1204067	1205233		+	metB	Rv1079	-	21	4	35	259078	108566	327340	7	198	8	4	156950	108566	2	113	0.5701463945400782	1.0
	1205798	1205304		-	greA	Rv1080c	-	3	2	5	46698	70675	46914	3	110	1	2	22406	70675	1	94	0.4582808045265591	1.0
1205811			1205901	+	-	predicted RNA	-	55	18	80	652544	476606	744946	232	6864	27	18	500726	476606	115	5369	0.5224111248975073	1.0
	1206418	1205984		-		Rv1081c	-	1	0	1	18638	0	11861	0	23	0	0	3423	0	0	3	0.009425329343881204	1.0
	1206520	1207386		+	mca	Rv1082	-	1	1	4	16643	29489	40053	1	33	0	1	0	29489	0	17	0.6368258307055152	1.0
	1207383	1207649		+		Rv1083	-	0	0	2	0	0	20000	1	24	1	0	18464	0	0	34	0.5630565462427103	1.0
	1207636	1209657		+		Rv1084	-	8	3	8	94704	94069	78510	1	44	1	3	36099	94069	0	32	0.5713610343660908	1.0
	1210484	1209756		-		Rv1085c	-	3	1	9	40577	29654	84202	2	70	2	1	54979	29654	1	58	0.5471163452842	1.0
	1210595	1211383		+		Rv1086	-	0	0	0	0	0	1595	0	0	0	0	0	0	0	0	0.001060850595840982	1.0
	1211560	1213863		+	PE_PGRS21	Rv1087	-	0	0	2	7977	0	20159	0	4	0	0	0	0	0	0	0.0	1.0
	1214513	1214947		+	PE9	Rv1088	-	0	0	0	0	0	0	0	0	0	0	7468	0	0	8	0.0	1.0
	1215225	1215407		+		Rv1088a	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	1216469	1219030		+	PE_PGRS22	Rv1091	-	0	0	2	9766	0	19734	0	3	0	0	0	0	0	0	0.0	1.0
	1220186	1219248		-	coaA	Rv1092c	-	7	1	9	92297	33443	83829	2	74	4	1	77074	33443	1	58	0.5562976297672785	1.0
1220487			1220388	-	MTS0858	RVnc0034	-	0	0	0	5158	7248	2180	1	48	0	0	0	7248	0	36	0.551373957034384	1.0
	1220574	1221854		+	glyA1	Rv1093	-	4	3	2	51375	92751	21542	1	43	3	3	62863	92751	1	60	0.5441254538467633	1.0
	1221959	1222786		+	desA2	Rv1094	-	1	0	0	14167	8072	6276	0	11	1	0	32676	8072	0	24	0.633038238971673	1.0
	1222997	1224298		+	phoH2	Rv1095	-	3	2	11	38101	60296	103723	1	51	0	2	0	60296	0	23	0.6469153295200495	1.0
	1224385	1225260		+		Rv1096	-	20	2	28	247524	55518	265106	8	216	8	2	164522	55518	2	125	0.5787747279483539	1.0
	1226144	1225263		-		Rv1097c	-	8	5	31	103370	141021	295159	7	203	8	5	165975	141021	3	174	0.5307652339663815	1.0
	1227565	1226141		-	fum	Rv1098c	-	0	2	4	4539	62767	43457	0	25	2	2	47925	62767	0	38	0.5547884876967089	1.0
	1228684	1227596		-	glpX	Rv1099c	-	0	0	3	9972	22405	32340	0	19	0	0	0	22405	0	10	0.6350274117535377	1.0
	1228683	1229384		+		Rv1100	-	4	2	4	49518	73146	42712	2	78	0	2	13900	73146	1	61	0.5545362741447993	1.0
	1230548	1229391		-		Rv1101c	-	9	4	14	114511	122240	131276	3	105	10	4	193464	122240	3	136	0.5187662266801124	1.0
	1230971	1230660		-	mazF3	Rv1102c	-	5	1	13	62310	47446	124095	9	249	5	1	102282	47446	5	239	0.47405758728273145	1.0
	1231291	1230971		-	mazE3	Rv1103c	-	4	1	4	58596	36243	44787	4	144	2	1	50311	36243	2	134	0.4746720422830471	1.0
	1233956	1232844		-		Rv1106c	-	10	2	6	126685	70345	62074	2	77	3	2	56224	70345	1	56	0.5707037239842383	1.0
	1234223	1233966		-	xseB	Rv1107c	-	0	0	1	0	0	9946	0	12	0	0	0	0	0	0	0.0	1.0
	1235460	1234213		-	xseA	Rv1108c	-	0	2	0	3645	54200	9042	0	17	0	2	17323	54200	0	28	0.5720254124386945	1.0
	1236095	1235457		-		Rv1109c	-	1	0	2	16024	0	19148	0	18	0	0	0	0	0	0	0.0	1.0
	1236185	1237192		+	lytB2	Rv1110	-	18	0	16	215130	25864	152925	4	130	7	0	143983	25864	2	84	0.576136641463215	1.0
	1238192	1237209		-		Rv1111c	-	13	2	16	154539	67710	152127	4	126	7	2	143257	67710	2	107	0.5367351565169406	1.0
	1238255	1239328		+		Rv1112	-	0	0	2	0	19934	26117	0	14	2	0	38381	19934	0	27	0.6037936451850793	1.0
	1239416	1239613		+	vapB32	Rv1113	-	0	1	0	0	45304	0	1	76	0	1	0	45304	1	114	0.5662758479729078	1.0
	1239610	1239984		+	vapC32	Rv1114	-	0	1	0	0	47116	0	0	41	0	1	13900	47116	1	81	0.6067111257314559	1.0
	1240187	1240885		+		Rv1115	-	0	1	1	5777	30477	16276	0	25	1	1	22095	30477	0	37	0.5641706618087651	1.0
	1241003	1241188		+		Rv1116	-	3	0	6	46217	22405	60159	8	230	2	0	41286	22405	3	171	0.5670828412442339	1.0
	1241633	1241956		+		Rv1117	-	2	0	4	31980	0	37925	2	71	1	0	29875	0	1	46	0.5983268808484792	1.0
	1242831	1241971		-		Rv1118c	-	32	1	50	386382	40691	473457	13	348	13	1	250207	40691	4	168	0.7520325508031259	1.0
	1243013	1242864		-		Rv1119c	-	1	0	3	22489	20593	30797	5	164	2	0	45124	20593	5	219	0.5399568041181835	1.0
	1243504	1243010		-		Rv1120c	-	3	0	5	35557	2306	53244	2	61	2	0	45954	2306	1	48	0.44225618888456875	1.0
	1243707	1245107		+	zwf1	Rv1121	-	3	1	0	36863	49093	744	0	20	0	1	0	49093	0	17	0.4550066686804512	1.0
	1245129	1246151		+	gnd2	Rv1122	-	2	0	8	32462	24382	76861	1	43	1	0	30809	24382	0	26	0.5992701491981957	1.0
	1247052	1246144		-	bpoB	Rv1123c	-	10	4	17	121801	122899	160957	4	148	3	4	69917	122899	2	106	0.5606571355453926	1.0
	1247127	1248077		+	ephC	Rv1124	-	1	2	1	22077	73970	10425	0	37	0	2	0	73970	0	38	0.4940336337919003	1.0
	1248082	1249326		+		Rv1125	-	10	3	7	125584	95387	68723	2	77	4	3	81950	95387	1	71	0.46559378616401675	1.0
	1249935	1249330		-		Rv1126c	-	0	0	3	10935	20593	31223	1	34	0	0	15352	20593	0	29	0.4580109316285178	1.0
	1251404	1249932		-	ppdK	Rv1127c	-	4	2	1	53782	76771	16382	0	33	1	2	31016	76771	0	36	0.5051237363283121	1.0
	1252972	1251617		-		Rv1128c	-	3	0	0	44429	10543	0	0	13	1	0	20850	10543	0	11	0.4574310596575845	1.0
	1254534	1253074		-		Rv1129c	-	0	2	1	8734	56672	13191	0	17	0	2	0	56672	0	19	0.5013059572993647	1.0
	1254555	1256135		+	prpD	Rv1130	-	1	1	3	16231	33607	36436	0	18	1	1	19087	33607	0	16	0.4694250584623338	1.0
	1256132	1257313		+	prpC	Rv1131	-	5	4	8	67537	120098	81170	2	75	5	4	92531	120098	1	89	0.5032967887712558	1.0
1257325	1257325	1259055		+		Rv1132	-	111	23	177	1319944	619110	1656382	25	692	54	23	1008402	619110	10	470	0.5347880039260755	1.0
	1261346	1259067		-	metE	Rv1133c	-	5	7	3	65268	203789	29308	0	43	1	7	19917	203789	0	49	0.4953668526884468	1.0
1261552			1261652	+	-	predicted RNA	-	59	16	85	700618	441515	795957	220	6396	51	16	945124	441515	158	6864	0.4791632785076714	1.0
	1261922	1262158		+		Rv1134	-	0	0	0	6121	4942	265	0	15	0	0	0	4942	0	10	0.5698288332238628	1.0
	1264128	1262272		-	PPE16	Rv1135c	-	0	0	2	8115	8072	20425	0	6	0	0	0	8072	0	2	0.6706787679967434	1.0
	1265034	1265438		+		Rv1138a	-	5	0	0	59628	4612	2340	1	54	1	0	24688	4612	0	36	0.593006979109751	1.0
	1266488	1265472		-		Rv1138c	-	2	2	1	26066	77759	13989	0	38	0	2	0	77759	0	38	0.48506795646863404	1.0
	1266985	1266485		-		Rv1139c	-	0	0	0	3026	0	0	0	2	1	0	23858	0	0	23	2.6804696245413175E-8	1.4773913099419938E-6
	1267347	1268195		+		Rv1140	-	3	2	10	44085	74958	99521	2	85	11	2	213485	74958	4	169	0.6982595380852132	1.0
	1269009	1268203		-	echA11	Rv1141c	-	5	3	12	63961	89785	112553	3	109	2	3	37344	89785	1	78	0.5744643482488214	1.0
	1269958	1269152		-	echA10	Rv1142c	-	4	1	5	57359	28171	52446	1	56	1	1	36307	28171	0	39	0.5760998336048513	1.0
	1270062	1271144		+	mcr	Rv1143	-	2	1	8	29298	41515	80372	1	46	3	1	55705	41515	0	44	0.4815749452995318	1.0
1271156	1271156	1271908		+		Rv1144	-	77	10	88	921664	271169	824308	32	892	35	10	661410	271169	14	619	0.5347551962697058	1.0
1271953			1272153	+	-	predicted RNA	-	416	76	375	4926134	2014827	3493563	595	17304	247	76	4565975	2014827	380	16370	0.5099117787544424	1.0
	1272423	1273334		+		Rv1145	-	0	0	0	0	0	6436	0	2	0	0	0	0	0	0	0.0	1.0
	1273355	1274767		+		Rv1146	-	14	2	11	170151	67874	102872	2	80	6	2	119917	67874	1	66	0.545275545470533	1.0
	1274900	1275550		+		Rv1147	-	12	3	12	152682	96540	120053	6	189	6	3	128734	96540	3	173	0.47483638535756845	1.0
	1277748	1276300		-		Rv1148c	-	14	3	18	168913	95057	167978	3	99	12	3	232053	95057	2	112	0.5014007569514439	1.0
	1277893	1278300		+		Rv1149	-	0	2	4	0	63261	37978	2	82	0	2	0	63261	1	77	0.47393832554196247	1.0
	1279617	1278904		-		Rv1151c	-	1	3	0	13617	90280	7500	0	52	1	3	32676	90280	1	86	0.5689343145405278	1.0
	1279655	1280020		+		Rv1152	-	2	1	0	31636	41350	2287	1	68	0	1	8817	41350	1	68	0.4866028881365953	1.0
	1280846	1279998		-	omt	Rv1153c	-	15	11	22	185969	301647	205478	7	272	13	11	250622	301647	6	325	0.5092264631495989	1.0
	1281484	1280843		-		Rv1154c	-	8	1	8	101513	28171	76170	3	106	2	1	52282	28171	1	62	0.6055210419176026	1.0
	1281429	1281872		+		Rv1155	-	0	1	0	0	28830	0	0	21	0	1	0	28830	0	32	0.5734882228747035	1.0
	1282030	1282218		+		Rv1155a	-	0	0	0	8115	6754	3829	0	32	0	0	0	6754	0	17	0.6047175848703125	1.0
	1282306	1282893		+		Rv1156	-	2	0	4	33425	19769	43989	1	55	3	0	60373	19769	1	68	0.5237832574979456	1.0
1284171	1284171	1283056		-		Rv1157c	-	59	16	79	699656	421087	744202	19	557	30	16	559128	421087	9	439	0.5217493533738723	1.0
1283693			1283815	+	mcr10	RVnc0012	-	1	4	2	20082	109225	20159	8	405	1	4	28008	109225	10	557	0.5410014063267985	1.0
	1284862	1284179		-		Rv1158c	-	4	1	2	57427	49752	19734	1	61	0	1	13692	49752	0	46	0.5647869429803444	1.0
	1284992	1286287		+	pimE	Rv1159	-	36	22	44	437138	586490	410744	10	368	30	22	554979	586490	9	440	0.5321749522558713	1.0
	1286568	1286284		-		Rv1159A	-	3	1	2	43741	36573	24095	3	122	5	1	106327	36573	5	250	0.5942999213379433	1.0
	1286595	1287020		+	mutT2	Rv1160	-	0	1	0	8803	28500	6914	0	34	0	1	16597	28500	1	52	0.5700735837227505	1.0
	1287328	1291026		+	narG	Rv1161	-	22	11	35	268844	292915	329787	2	80	10	11	193983	292915	1	65	0.528729029989724	1.0
1288770			1288584	-	-	predicted RNA	antisense: narG	142	34	165	1691403	916639	1539787	253	7393	89	34	1657468	916639	156	6882	0.5084242538358248	1.0
1290027			1289947	-	-	predicted RNA	antisense: narG	50	22	63	591471	584019	586861	229	7252	33	22	620850	584019	159	7437	0.49007611073737584	1.0
1291065	1291065	1292741	1292741	+	narH	Rv1162	-	148	31	130	1752338	812850	1215691	25	751	67	31	1237240	812850	13	611	0.5268004791023793	1.0
	1292798	1293403		+	narJ	Rv1163	-	0	0	2	1306	0	23191	0	13	0	0	0	0	0	0	0.0	1.0
	1293406	1294146		+	narI	Rv1164	-	3	0	0	36107	0	7234	0	19	0	0	0	0	0	0	0.0	1.0
	1294168	1296054		+	typA	Rv1165	-	2	0	6	27510	17298	57872	0	18	0	0	0	17298	0	4	0.8908881033411475	1.0
	1296152	1298059		+	lpqW	Rv1166	-	10	2	11	122420	52718	102606	1	48	2	2	47925	52718	0	26	0.6157170399604087	1.0
	1298692	1298087		-		Rv1167c	-	3	3	1	44429	80395	15319	1	77	3	3	56431	80395	2	112	0.5509870025828288	1.0
	1299804	1298764		-	PPE17	Rv1168c	-	3	0	3	35832	17792	34521	0	28	0	0	12240	17792	0	14	0.6372134901567109	1.0
	1300124	1299822		-	lipX	Rv1169c	-	1	0	4	14924	21581	37500	2	81	0	0	8195	21581	0	49	0.6093089863852957	1.0
	1300304	1301215		+	mshB	Rv1170	-	6	1	6	71320	27347	57393	2	57	3	1	60373	27347	1	48	0.4570982030241291	1.0
1301307	1301307	1301747		+		Rv1171	-	33	5	32	399449	141515	302234	22	637	7	5	139004	141515	6	318	0.6662360109192611	1.0
	1302681	1301755		-	PE12	Rv1172c	-	25	0	22	300825	658	206276	7	182	6	0	127489	658	1	69	0.797974811456362	1.0
1302931	1302931	1305501		+	fbiC	Rv1173	-	137	14	138	1623521	371499	1291170	15	426	43	14	794917	371499	5	226	0.5701332997430014	1.0
	1306001	1305669		-	TB8.4	Rv1174c	-	2	0	4	34594	2141	44042	3	80	0	0	18049	2141	0	30	0.68157605065378	1.0
1305740			1306045	+	-	predicted RNA	antisense: TB8.4	267	36	256	3165337	954036	2383457	252	7083	102	36	1898340	954036	107	4660	0.5627935424119196	1.0
	1308226	1306202		-	fadH	Rv1175c	-	15	6	24	184594	175947	226063	3	96	14	6	269917	175947	2	110	0.4953935365846232	1.0
	1308792	1308223		-		Rv1176c	-	0	0	2	0	21252	20531	0	24	0	0	0	21252	0	18	0.5629656182093618	1.0
1309341			1308957	-	-	predicted RNA	antisense: fdxC	226	53	389	2678473	1398517	3629308	240	6672	143	53	2655186	1398517	120	5264	0.5278268614707976	1.0
	1309005	1309331		+	fdxC	Rv1177	-	0	0	0	8115	0	8776	0	17	0	0	0	0	0	0	0.0	1.0
	1309364	1310452		+		Rv1178	-	0	0	2	0	7742	23563	0	9	1	0	29668	7742	0	17	0.6031439215104424	1.0
1313299	1313299	1310480		-		Rv1179c	-	118	22	187	1396423	577100	1747180	16	439	45	22	839522	577100	5	251	0.5625668231531941	1.0
	1313725	1315191		+	pks3	Rv1180	-	0	2	0	0	53377	4840	0	13	0	2	16908	53377	0	23	0.5928926830665175	1.0
	1315234	1319982		+	pks4	Rv1181	-	5	6	7	64305	166886	70425	0	21	5	6	104253	166886	0	28	0.5173337004809687	1.0
	1320035	1321453		+	papA3	Rv1182	-	18	3	47	213548	95057	442500	6	176	20	3	372717	95057	3	164	0.48158994744496264	1.0
	1321520	1324528		+	mmpL10	Rv1183	-	57	7	108	682393	189950	1005478	7	208	21	7	403112	189950	2	98	0.7007076293208916	1.0
1325611	1325611	1324532		-		Rv1184c	-	48	11	66	577716	308566	620638	16	465	33	11	609751	308566	9	425	0.5012755217836411	1.0
1327512	1327512	1325776	1325776	-	fadD21	Rv1185c	-	63	13	118	752269	353542	1105478	15	424	34	13	633609	353542	6	284	0.5410211639639924	1.0
1327346			1327368	+	-	predicted RNA	antisense: fadD21	13	2	18	157771	57166	169095	202	5565	7	2	142427	57166	101	4338	0.5481963639409432	1.0
	1329305	1327689		-		Rv1186c	-	17	3	10	207634	90280	98138	2	81	6	3	111618	90280	1	62	0.5506512778662802	1.0
	1329390	1331021		+	rocA	Rv1187	-	3	0	0	35557	20098	4627	0	12	0	0	0	20098	0	6	0.6409304871918311	1.0
	1331021	1332010		+		Rv1188	-	1	0	4	14030	0	42287	0	18	1	0	18464	0	0	9	0.641670368720443	1.0
	1332092	1332964		+	sigI	Rv1189	-	0	0	0	3026	0	0	0	1	3	0	64522	0	0	36	1.1401850545851806E-72	7.012964306752908E-71
	1332980	1333858		+		Rv1190	-	0	0	2	0	0	19255	0	7	0	0	0	0	0	0	0.0	1.0
	1333931	1334845		+		Rv1191	-	4	5	1	51856	142174	17340	1	77	0	5	0	142174	1	77	0.4829847577002726	1.0
	1334927	1335754		+		Rv1192	-	1	0	2	15680	14332	26276	0	22	0	0	11618	14332	0	15	0.5835919215519191	1.0
	1335794	1337215		+	fadD36	Rv1193	-	2	2	10	27028	68369	102074	1	46	3	2	64315	68369	0	46	0.4849368089395353	1.0
	1338513	1337248		-		Rv1194c	-	12	2	13	153163	60790	121436	3	88	7	2	141286	60790	1	79	0.46768247049600353	1.0
1339861			1338908	-	-	predicted RNA	antisense: PPE18 PE13	1634	156	2080	19335075	4103459	19362712	562	14955	447	156	8271784	4103459	149	6485	0.6321511911011862	1.0
	1339003	1339302		+	PE13	Rv1195	-	0	1	2	6602	34761	22553	1	71	0	1	0	34761	0	57	0.44731995864492197	1.0
	1339349	1340524		+	PPE18	Rv1196	-	1	0	8	18294	22240	79308	1	33	3	0	59336	22240	0	34	0.4905439028313198	1.0
1341357			1339921	-	-	predicted RNA	antisense: PPE18 esxL esxK	3925	316	5035	46439889	8279242	46869734	895	23565	1113	316	20554460	8279242	235	10032	0.6244180062249467	1.0
	1340659	1340955		+	esxK	Rv1197	-	0	0	0	7221	13673	0	0	23	0	0	0	13673	0	23	0.5032538840687998	1.0
	1341006	1341290		+	esxL	Rv1198	-	0	0	4	7840	6260	37287	2	60	0	0	8091	6260	0	25	0.6598660998849644	1.0
1342605	1342605	1341358		-		Rv1199c	-	1358	50	2260	16065818	1317462	21039734	408	10262	400	50	7401763	1317462	86	3493	0.6865124390974819	1.0
1342706			1342682	-	-	predicted RNA	-	9	2	19	117812	71004	182872	178	4955	4	2	81120	71004	65	3042	0.5866307202865243	1.0
	1342942	1344219		+		Rv1200	-	11	3	14	133356	90939	134680	3	93	6	3	114834	90939	1	80	0.5360419841402906	1.0
	1345169	1344216		-	dapD	Rv1201c	-	7	4	10	94360	105107	101276	3	105	2	4	47614	105107	1	80	0.562807584437746	1.0
	1345260	1346324		+	dapE	Rv1202	-	1	1	1	14855	39044	16382	0	21	3	1	60892	39044	1	46	0.6085074311327782	1.0
	1346905	1346321		-		Rv1203c	-	9	0	2	115130	19769	26914	3	92	2	0	53112	19769	1	62	0.5811254833002861	1.0
	1348624	1346936		-		Rv1204c	-	6	4	3	71870	108237	28617	1	41	1	4	36099	108237	0	42	0.4880774512802789	1.0
	1348719	1349282		+		Rv1205	-	2	0	3	23658	0	37180	1	35	0	0	11721	0	0	10	0.7222573781525768	1.0
	1349332	1351125		+	fadD6	Rv1206	-	0	1	2	0	28006	21329	0	9	0	1	17842	28006	0	12	0.5517930061308083	1.0
	1351191	1352147		+	folP2	Rv1207	-	0	0	1	10866	0	12180	0	8	0	0	3423	0	0	1	0.07164795185560889	1.0
	1352144	1353118		+	gpgS	Rv1208	-	0	2	1	8803	59802	11276	0	27	2	2	43879	59802	1	53	0.595196707546086	1.0
	1353157	1353525		+		Rv1209	-	1	1	0	18569	47281	0	1	59	0	1	0	47281	1	64	0.5009827563643707	1.0
	1353522	1354136		+	tagA	Rv1210	-	0	3	0	7840	85667	0	0	50	1	3	33506	85667	1	96	0.5889928596001486	1.0
	1354243	1354470		+		Rv1211	-	1	0	0	12379	0	0	0	18	1	0	31639	0	1	69	0.8479428754717008	1.0
1355661	1355661	1354498		-	glgA	Rv1212c	-	69	14	102	824552	367215	955957	22	615	53	14	987240	367215	13	581	0.4965795133878103	1.0
	1355836	1357050		+	glgC	Rv1213	-	3	0	2	44910	0	27074	0	19	2	0	53526	0	0	22	0.5071106059861363	1.0
	1357625	1357293		-	PE14	Rv1214c	-	0	0	3	5089	0	29574	1	34	1	0	29149	0	1	43	0.5376804854508692	1.0
	1359444	1357759		-		Rv1215c	-	64	10	82	768294	266721	765531	12	355	31	10	583195	266721	5	252	0.5262024812994275	1.0
1360146	1360146	1359472		-		Rv1216c	-	19	0	37	229436	7578	350159	11	289	3	0	73029	7578	1	59	0.043119882691778355	1.0
	1361801	1360155		-		Rv1217c	-	2	1	4	28404	33937	44414	0	21	1	1	20124	33937	0	16	0.565286206596446	1.0
	1362733	1361798		-		Rv1218c	-	1	0	2	23590	0	24148	0	17	0	0	13900	0	0	7	0.6536049888980182	1.0
	1363361	1362723		-		Rv1219c	-	2	0	1	24690	0	17978	0	22	0	0	4149	0	0	3	0.0015776564635796024	1.0
	1364150	1363503		-		Rv1220c	-	2	1	0	29367	29818	0	0	30	0	1	0	29818	0	23	0.5668131651174042	1.0
