Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_50 vs Cond_6	qValue Cond_50 vs Cond_6
	1362733	1361798		-		Rv1218c	-	0	1	1	7506	19248	17192	0	15	0	0	13900	0	0	7	0.65763709158993	1.0
	1363361	1362723		-		Rv1219c	-	3	10	2	35111	104601	27024	3	86	0	0	4149	0	0	3	6.508511404445418E-60	2.005721542665715E-58
	1364150	1363503		-		Rv1220c	-	1	1	0	19665	14421	0	0	17	0	1	0	29818	0	23	0.5118905764743261	1.0
	1364413	1365186		+	sigE	Rv1221	-	1	4	4	21401	42760	45057	2	47	4	1	87240	29324	1	75	0.7794107213594135	1.0
	1365344	1365808		+	rseA	Rv1222	-	0	0	0	0	0	0	0	0	0	3	12448	93410	2	113	1.0	1.0
	1365875	1367461		+	htrA	Rv1223	-	5	1	1	61228	12514	18874	0	19	1	0	22614	8401	0	9	0.3268610591860302	1.0
1366750			1366675	-	-	predicted RNA	antisense: htrA	31	36	36	352047	359708	342954	199	4625	17	7	323132	199341	77	3437	0.6275909918395155	1.0
1367155			1366996	-	-	predicted RNA	antisense: htrA	79	112	99	881513	1113748	944637	265	6124	51	25	959024	680395	113	5123	0.7032924238801981	1.0
	1367463	1367858		+	tatB	Rv1224	-	0	3	1	8808	33277	12355	1	45	1	0	20746	0	0	26	0.3589778836973486	1.0
1368721	1368721	1367891		-		Rv1225c	-	61	84	70	677791	830527	669190	37	873	19	21	358713	554695	11	549	0.6645923502904512	1.0
	1370295	1368832		-		Rv1226c	-	9	12	3	100744	122671	37434	2	59	2	0	53526	1482	0	18	0.9860707982374308	1.0
	1370825	1370292		-		Rv1227c	-	0	2	0	6575	25308	6414	1	23	1	0	32780	17133	1	46	0.5839621164100554	1.0
1370920	1370920	1371477		+	lpqX	Rv1228	-	52	71	93	582816	701964	888170	56	1298	29	11	548029	302965	17	762	0.5495650879564405	1.0
	1371529	1371702	1371702	+		Rv1228a	-	28	32	33	314764	318967	317245	78	1821	11	3	219087	97034	21	908	0.9030750679000503	1.0
1372949	1372949	1371777	1371777	-	mrp	Rv1229c	-	49	59	82	555024	590965	777760	23	546	24	13	459128	359308	7	348	0.517498689527022	1.0
	1374197	1372962		-		Rv1230c	-	9	7	3	102419	69528	35331	2	55	2	0	37448	22570	0	24	0.28795715527965704	1.0
	1374864	1374322		-		Rv1231c	-	6	9	11	69354	98428	104626	7	167	1	1	21369	31630	0	48	0.30759325071674676	1.0
	1376168	1374861		-		Rv1232c	-	3	4	4	39826	48260	41640	1	33	1	0	28941	0	0	11	0.7250522110851562	1.0
	1376826	1376230		-		Rv1233c	-	4	8	6	45161	80920	60357	4	104	1	1	23443	45140	1	57	0.31591363372964293	1.0
	1376976	1377503		+		Rv1234	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	1377524	1378930		+	lpqY	Rv1235	-	6	5	3	70657	50561	33017	1	36	1	1	20746	33937	0	19	0.31821546189606054	1.0
	1378927	1379850		+	sugA	Rv1236	-	2	1	1	24937	11391	11514	0	17	1	1	18983	34596	0	28	0.5340743743947559	1.0
	1379855	1380679		+	sugB	Rv1237	-	7	5	4	79094	55443	44479	3	72	1	0	21161	0	0	12	0.049192153195165726	0.3617710781279565
	1380684	1381865		+	sugC	Rv1238	-	5	4	9	66191	40796	87697	2	54	2	0	52697	0	0	22	0.2834078462129602	1.0
	1383042	1381942		-	corA	Rv1239c	-	5	8	3	64454	86644	37592	2	57	2	0	50518	0	0	22	0.28364342717069624	1.0
	1383213	1384202		+	mdh	Rv1240	-	0	1	0	1364	14478	0	0	5	2	1	49066	33607	0	41	2.1491337705545468E-4	0.003033744961273128
	1384278	1384538		+	vapB33	Rv1241	-	0	0	0	7692	4826	0	0	15	0	0	0	17462	0	33	0.619885227123754	1.0
	1384535	1384966		+	vapC33	Rv1242	-	4	1	0	46091	11447	6887	2	49	2	2	41182	65733	2	123	0.17180626623233194	0.8368533695236495
	1386677	1384989		-	PE_PGRS23	Rv1243c	-	1	1	1	20409	19528	9726	0	9	0	0	6431	7907	0	4	0.6726938499920571	1.0
	1386857	1387717		+	lpqZ	Rv1244	-	7	6	2	86476	63916	27655	2	68	2	2	48132	61779	1	63	0.6515582287897682	1.0
	1388628	1387798		-		Rv1245c	-	18	20	20	209181	205948	194900	10	244	6	3	113900	94728	2	125	0.5698756008018653	1.0
	1388978	1388685		-	relE	Rv1246c	-	0	0	1	4342	953	15036	1	23	1	0	19813	0	0	33	0.5491632084234052	1.0
	1389244	1388975		-	relB	Rv1247c	-	0	0	0	0	0	2208	0	2	0	0	13900	14168	1	51	8.11876873309798E-26	2.262912864715717E-24
	1393052	1389357		-		Rv1248c	-	29	40	47	331265	401571	451366	4	106	23	6	439419	159472	1	81	0.5951753942839422	1.0
	1393982	1393194		-		Rv1249c	-	2	7	7	31699	73569	68980	3	73	5	1	108506	49258	2	99	0.587590584052341	1.0
	1394179	1395918		+		Rv1250	-	15	12	26	174441	121661	247371	4	104	4	10	86929	279571	1	105	0.2983776728441004	1.0
	1399240	1395821		-		Rv1251c	-	8	2	5	91191	28170	55415	0	17	5	8	93257	220428	0	45	0.0224736095492133	0.19359156572314448
	1399904	1399296		-	lprE	Rv1252c	-	1	1	1	21898	15488	11882	1	26	1	0	20228	0	0	16	0.3728915841877609	1.0
	1399970	1401661		+	deaD	Rv1253	-	47	47	67	528784	471548	634279	13	322	23	2	433091	75782	3	150	0.76518407167964	1.0
	1401658	1402809		+		Rv1254	-	18	31	25	200682	310606	243270	9	218	9	5	172095	144645	2	137	0.48428086927199293	1.0
	1403386	1402778		-		Rv1255c	-	20	16	41	222084	158080	397003	18	425	12	8	235165	213673	7	368	0.35185995353836813	1.0
	1404603	1403386		-	cyp130	Rv1256c	-	17	20	13	192741	207351	126077	6	143	5	8	98547	228336	2	134	0.34356721638253684	1.0
	1406084	1404717		-		Rv1257c	-	2	1	3	31885	17003	32018	0	19	1	1	20643	49917	0	25	0.49229907552788377	1.0
	1407340	1406081		-		Rv1258c	-	0	0	0	0	0	8254	0	2	0	2	0	57495	0	22	7.438239647674924E-6	1.2100273865511326E-4
	1407339	1408238		+	udgB	Rv1259	-	1	0	1	11662	0	16456	0	10	0	2	17323	69522	0	48	0.02529743136719156	0.21126251844051577
	1408240	1409358		+		Rv1260	-	2	9	8	30272	97025	78075	2	61	2	1	37344	46128	0	37	0.32782984265895204	1.0
	1409933	1409484		-		Rv1261c	-	1	6	9	17245	64421	85488	5	123	0	0	12863	0	0	14	3.7004954719400046E-4	0.005076290967150301
	1410372	1409938		-		Rv1262c	-	2	0	0	22518	2413	4942	0	22	0	0	0	0	0	0	0.0	1.0
	1410431	1411819		+	amiB2	Rv1263	-	3	4	1	41315	40404	16824	1	23	0	2	10892	60790	0	25	0.4336091224455216	1.0
	1411894	1413087		+		Rv1264	-	18	23	36	201550	234455	346214	9	218	9	8	173858	232619	3	170	0.4023559296120593	1.0
1413224			1413094	-	mcr11	RVnc0013	-	2	4	1	32444	40796	18349	9	233	2	0	41597	0	4	158	0.37074657140132566	1.0
	1413260	1413940		+		Rv1265	-	5	2	9	58995	21829	94426	3	85	6	2	111618	55848	2	122	0.44977351285635236	1.0
1415840	1415840	1413960		-	pknH	Rv1266c	-	63	83	118	701488	821773	1117560	20	467	27	15	515663	414497	5	247	0.8086319528751842	1.0
	1417347	1416181		-	embR	Rv1267c	-	1	1	4	16625	13860	47003	0	22	1	0	23443	0	0	10	0.6821348946986451	1.0
	1418356	1417658		-		Rv1268c	-	3	2	8	34863	22390	76235	2	63	4	1	76244	34596	1	79	0.8765241095585727	1.0
	1418953	1418579		-		Rv1269c	-	2	1	3	29342	19135	28759	2	68	2	0	37966	0	1	50	0.3879420027239632	1.0
	1419748	1419014		-	lprA	Rv1270c	-	5	3	7	58188	29797	70715	3	71	2	2	51970	72487	1	84	0.9718769524790263	1.0
	1420302	1419961	1419961	-		Rv1271c	-	23	37	31	262406	371436	301735	39	911	11	4	221265	109390	11	483	0.7553837751974197	1.0
	1422305	1420410		-		Rv1272c	-	32	45	22	363833	451010	210094	7	180	12	8	231846	214003	2	117	0.5891329379784082	1.0
	1424050	1422302		-		Rv1273c	-	13	15	12	154094	148709	118611	3	80	2	5	41286	146622	1	53	0.8325358894746592	1.0
	1424197	1424754		+	lprB	Rv1274	-	0	0	1	0	6565	15667	0	13	0	0	0	0	0	0	0.0	1.0
	1424751	1425293		+	lprC	Rv1275	-	0	4	0	3846	40235	8832	1	32	0	0	3941	0	0	3	8.889954978987615E-6	1.4302368745606545E-4
	1425914	1425438		-		Rv1276c	-	7	12	9	82196	124579	91798	9	208	0	1	16804	48929	1	68	0.32958753737702584	1.0
	1426164	1427417		+		Rv1277	-	0	1	0	0	18350	0	0	4	0	1	0	49752	0	19	0.09731898111349771	1.0
	1427414	1430041		+		Rv1278	-	3	2	0	33436	19809	0	0	6	0	7	0	199835	0	38	2.5364081682800917E-4	0.003534815969552128
	1430062	1431648		+		Rv1279	-	10	7	7	120657	78058	75552	2	57	1	0	24481	0	0	7	0.004547554507242532	0.04950273264600329
	1433440	1431665		-	oppA	Rv1280c	-	16	11	8	179404	111447	82754	2	70	5	2	92634	78418	1	48	0.9605149189917811	1.0
	1435271	1433433		-	oppD	Rv1281c	-	5	9	10	57071	97138	95373	1	45	4	6	87863	163920	1	68	0.1929489968111745	0.9011150587467446
	1436143	1435268		-	oppC	Rv1282c	-	3	3	1	34491	33613	13038	1	30	2	1	53838	45963	1	56	0.776226418560482	1.0
	1437117	1436140		-	oppB	Rv1283c	-	2	1	4	25248	16217	38801	1	27	0	0	0	0	0	0	0.0	0.0
	1437324	1437815		+	canA	Rv1284	-	1	1	0	12220	18518	8149	1	26	1	0	33091	0	0	33	0.5009617694227488	1.0
	1437909	1438907		+	cysD	Rv1285	-	1	1	0	17245	10493	7570	0	11	0	0	16701	0	0	8	0.4069510322599433	1.0
	1438907	1440751		+		Rv1286	-	17	15	17	192493	154938	166508	3	92	12	2	238692	75947	2	85	0.3536976181316853	1.0
	1440805	1441290		+		Rv1287	-	0	0	0	0	0	8937	0	6	0	0	0	0	0	0	0.0	1.0
	1441348	1442718		+		Rv1288	-	2	1	3	25062	15319	28864	0	16	0	2	0	69192	0	25	0.5660435437250326	1.0
	1442767	1443399		+		Rv1289	-	0	0	0	4528	0	0	0	2	2	0	46991	0	0	37	7.395162774951991E-14	1.7683733499010883E-12
	1445047	1443482		-		Rv1290c	-	3	4	4	38771	43265	45005	1	27	3	3	67738	96046	1	52	0.1855170585177795	0.8770477160553845
	1445058	1445372		+		Rv1290A	-	3	9	5	42928	92929	56046	8	203	2	0	44190	16309	2	96	0.29877969827205714	1.0
	1445834	1445499		-		Rv1291c	-	0	0	0	0	7744	1366	0	9	0	0	2178	0	0	3	0.8122359968165099	1.0
1446265			1446193	-	argV	Rvnt18	-	0	0	0	0	6060	0	1	27	0	0	0	12026	1	82	0.675567301707769	1.0
	1446379	1448031		+	argS	Rv1292	-	0	0	0	0	0	0	0	0	2	0	47095	0	0	14	0.0	1.0
	1448028	1449371		+	lysA	Rv1293	-	5	4	2	57258	40179	20347	1	29	7	0	132676	15485	1	55	0.24869286732421456	1.0
	1449375	1450700		+	thrA	Rv1294	-	2	2	2	30024	27665	23974	0	20	2	0	38589	0	0	14	0.38035438304614505	1.0
	1450697	1451779		+	thrC	Rv1295	-	1	3	5	19727	33557	50473	1	31	2	1	44813	38220	0	38	0.5385023636112365	1.0
	1451997	1452947		+	thrB	Rv1296	-	0	0	0	0	0	1945	0	0	0	0	0	0	0	0	1.533237832198344E-7	1.0
	1453204	1455012		+	rho	Rv1297	-	7	9	5	79342	91021	52418	1	41	9	6	166908	172981	1	93	0.039821640595420475	0.3094849065206236
	1455163	1455405		+	rpmE	Rv1298	-	0	1	0	0	15881	0	0	21	0	0	11721	0	0	24	0.5092518049203889	1.0
	1455495	1456568		+	prfA	Rv1299	-	0	0	1	8995	0	12670	0	6	1	0	30809	6095	0	17	0.6469589207903544	1.0
	1456565	1457542		+	hemK	Rv1300	-	3	0	0	42493	0	0	0	14	0	1	16804	29159	0	23	0.5275182999252638	1.0
	1457558	1458211		+		Rv1301	-	1	0	0	18796	0	8622	0	13	0	0	0	0	0	0	0.0	1.0
	1458295	1459509		+	rfe	Rv1302	-	0	0	0	0	5611	8044	0	3	1	0	31120	22405	0	22	0.013505660754948218	0.12416128458750715
	1459766	1460251		+		Rv1303	-	5	2	0	56885	26711	1156	2	58	3	0	63796	0	1	65	0.44207283914748935	1.0
	1460244	1460996		+	atpB	Rv1304	-	0	0	0	0	1907	0	0	0	0	0	0	0	0	0	3.3846948868663157E-7	1.0
	1461045	1461290		+	atpE	Rv1305	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	1461321	1461836		+	atpF	Rv1306	-	0	0	0	0	0	6572	0	4	0	1	0	46293	0	44	5.760635454518079E-6	9.69559259575812E-5
	1461843	1463183		+	atpH	Rv1307	-	2	1	3	25310	12514	30389	0	16	2	2	41078	54365	0	35	0.6192874836280394	1.0
	1463228	1464877		+	atpA	Rv1308	-	0	2	4	8498	20650	42481	0	14	2	0	42219	0	0	12	0.41838459121271	1.0
	1464884	1465801		+	atpG	Rv1309	-	0	1	3	8808	16049	35909	0	22	0	0	0	0	0	0	0.0	1.0
	1465841	1467301		+	atpD	Rv1310	-	3	3	4	43858	31032	42008	1	26	0	0	12448	0	0	4	0.017288746384505917	0.15439909016040387
	1467315	1467680		+	atpC	Rv1311	-	0	0	0	0	0	0	0	0	0	1	0	30477	0	41	0.0	0.0
	1467688	1468131		+		Rv1312	-	0	1	0	0	12962	0	0	9	0	1	0	28500	0	32	0.8921275851505915	1.0
1469505	1469505	1468171		-		Rv1313c	-	110	166	149	1231327	1642536	1415878	46	1071	64	18	1185580	492092	14	628	0.5898459094307344	1.0
	1470252	1469671		-		Rv1314c	-	4	0	1	55024	1515	12250	1	39	0	0	15456	0	0	13	0.7065119750047524	1.0
	1470321	1471577		+	murA	Rv1315	-	1	0	0	11476	0	0	0	3	0	0	0	0	0	0	0.0	1.0
1471619			1471742	+	mcr3	RVnc0021	-	0	0	0	0	4545	0	0	12	0	0	0	3459	0	13	0.5327316316534869	1.0
1473355			1471725	-	-	predicted RNA	antisense: rrs mcr3	118366	145821	163980	1314362655	1440210718	1551869558	38243	880123	189441	315875	3497994398	8274181054	69974	3608882	0.0	0.0
1471846			1473382	+	rrs	Rvnr01	-	38	70	63	430831	699494	605520	16	376	112	379	2070954	9936573	71	3906	7.449407528538465E-58	2.2796228912506517E-56
1477009			1473512	-	-	predicted RNA	antisense: rrf rrl	1071171	1718383	1932035	11894516997	16971689057	18284248422	196587	4493086	1908419	1405262	35238450518	36810008731	218871	10298521	2.4125137678517557E-86	7.595079315193729E-85
1473658			1476795	+	rrl	Rvnr02	-	491	1487	1127	5457444	14690572	10670031	143	3273	1591	2300	29390975	60247611	281	14282	0.020319736084396373	0.17712981096676997
1476899			1477013	+	rrf	Rvnr03	-	1	1	2	12406	11784	23133	6	137	0	4	13900	107248	9	526	0.030232151780387077	0.2440883693560403
	1477631	1477134		-	ogt	Rv1316c	-	35	56	32	398387	559988	310988	36	849	12	7	224377	198187	9	424	0.9769963399675256	1.0
	1479118	1477628		-	alkA	Rv1317c	-	84	76	53	933126	755611	508044	20	491	28	10	527904	284678	6	272	0.5625125718176631	1.0
	1480824	1479199		-		Rv1318c	-	47	67	50	532630	663748	475446	14	342	21	15	396680	400658	5	245	0.48826155629574414	1.0
	1482501	1480894		-		Rv1319c	-	12	13	13	141687	135297	125920	3	83	4	1	85062	43657	0	40	0.8914868203796821	1.0
	1484217	1482514		-		Rv1320c	-	17	24	23	194354	243658	219663	5	128	17	5	324170	152883	3	139	0.2414184773687812	1.0
	1484279	1484959	1484959	+		Rv1321	-	23	40	44	260173	401122	425289	23	531	13	4	248132	112355	6	264	0.9253594725245291	1.0
1484982	1484982	1485278		+		Rv1322	-	50	104	64	557568	1034567	610462	107	2472	35	11	653319	308237	37	1618	0.7296120226902285	1.0
1485295			1485753	+	-	predicted RNA	antisense: Rv1322A	519	694	672	5767803	6861784	6367560	598	13796	436	210	8068983	5526029	329	14809	0.46744247466677324	1.0
	1485771	1485313		-		Rv1322A	-	11	21	15	127791	208641	145162	15	349	6	2	117012	66062	4	199	0.7031028931470347	1.0
	1485862	1487031		+	fadA4	Rv1323	-	14	10	10	159615	107407	102628	4	105	6	3	124066	100164	2	95	0.5757416740065291	1.0
	1487161	1488075		+		Rv1324	-	1	0	0	22084	9483	8412	0	14	4	0	77800	0	1	42	0.2366630948949831	1.0
1487322			1487297	-	-	predicted RNA	antisense: Rv1324	11	16	14	123759	160718	141114	236	5456	7	2	130809	57825	84	3627	0.8240783207259624	1.0
1487652			1487603	-	-	predicted RNA	antisense: Rv1324	19	36	33	211848	361503	317455	259	5938	15	4	284024	117298	93	4013	0.4902810567081155	1.0
	1489965	1488154		-	PE_PGRS24	Rv1325c	-	0	0	3	10173	6677	28548	0	8	1	0	22095	0	0	6	0.4025925430911664	1.0
	1492312	1490117		-	glgB	Rv1326c	-	13	9	11	153846	89113	104679	2	52	3	4	61203	129159	0	43	0.7883893604645466	1.0
	1494425	1492320		-	glgE	Rv1327c	-	3	2	7	35669	20370	68033	0	19	3	4	60684	116144	0	41	0.13734211289894147	0.7180514767571898
	1494564	1497155		+	glgP	Rv1328	-	11	5	6	125620	50561	61041	1	30	4	0	82261	22570	0	20	0.496709281900688	1.0
	1499189	1497195		-	dinG	Rv1329c	-	11	5	6	129528	55836	63354	1	41	3	1	61618	31136	0	23	0.3648998707495862	1.0
	1500559	1499213		-	pncB1	Rv1330c	-	1	0	2	12406	0	19348	0	7	0	1	0	29159	0	10	0.5227485156877194	1.0
	1500661	1500966		+		Rv1331	-	0	0	0	0	8249	0	0	8	0	0	0	0	0	0	0.0	1.0
1501015			1500740	-	-	predicted RNA	antisense: Rv1332 Rv1331	138	146	179	1532506	1443658	1699263	244	5646	100	45	1856535	1191268	123	5521	0.3123442056423539	1.0
	1500926	1501582		+		Rv1332	-	0	0	0	0	0	0	0	0	0	3	0	104283	1	79	1.0	1.0
	1501599	1502633		+		Rv1333	-	0	1	0	5459	13468	0	0	6	0	2	0	74299	0	35	0.006586650650447066	0.06912034351644211
	1502641	1503081		+	mec	Rv1334	-	10	3	5	115570	37093	51629	6	154	3	0	70228	0	2	79	0.30520355205365657	1.0
	1503103	1503384		+	cysO	Rv1335	-	3	1	3	43114	17620	33543	4	111	1	1	29356	42998	2	128	0.4516413711489984	1.0
	1503394	1504365		+	cysM	Rv1336	-	2	1	0	29032	11391	6466	0	16	0	4	0	129324	1	66	0.017583223957206455	0.1560734037256297
	1504356	1505078		+		Rv1337	-	0	1	0	7754	14253	4574	0	12	1	0	26141	0	0	18	0.5419835189373767	1.0
	1505075	1505890		+	murI	Rv1338	-	1	0	3	17928	0	33017	0	20	0	0	0	0	0	0	0.0	1.0
	1505917	1506738		+		Rv1339	-	0	2	0	10483	28507	0	0	15	3	0	56224	0	0	34	0.7923749155100556	1.0
	1506755	1507534		+	rphA	Rv1340	-	2	0	0	23138	2918	7465	0	14	1	1	19502	52059	0	45	0.15789659808506964	0.7923801757113128
	1507573	1508187		+		Rv1341	-	1	0	1	17866	8754	11882	0	20	1	0	22614	25205	0	38	0.5515400546195487	1.0
	1508546	1508184		-		Rv1342c	-	9	15	18	100620	153984	175341	17	394	4	0	75000	0	2	103	0.10385375734104985	0.5937096140374214
	1508923	1508543		-	lprD	Rv1343c	-	0	2	1	10545	21212	13827	1	39	0	0	17427	0	0	22	0.6344085453125212	1.0
	1508968	1509288		+	mbtL	Rv1344	-	0	1	0	2357	18967	3732	1	26	0	0	0	0	0	0	0.0	0.0
	1509281	1510846		+	mbtM	Rv1345	-	5	7	10	65384	78956	103417	2	52	1	2	33091	59967	0	29	0.3686238657903318	1.0
	1510846	1512006		+	mbtN	Rv1346	-	2	11	4	25620	111560	40273	2	50	4	0	86514	16639	1	44	0.5536796674290363	1.0
	1512605	1511973		-	mbtK	Rv1347c	-	9	9	11	101861	92704	108780	6	159	5	3	98443	83196	3	143	0.7409848607273801	1.0
1512728			1512811	+	leuW	Rvnt19	-	0	0	0	0	4713	0	0	18	0	0	0	0	0	0	0.0	1.0
	1513047	1515626		+	irtA	Rv1348	-	8	8	9	93114	85297	87854	1	34	8	0	154149	21911	0	34	0.7174388896544209	1.0
	1515623	1517362		+	irtB	Rv1349	-	9	2	8	107071	21492	82807	1	40	2	3	48132	94233	0	40	0.9847304533661247	1.0
	1517491	1518234		+	fabG2	Rv1350	-	2	0	1	27171	0	16824	0	19	0	0	15041	0	0	10	0.6485115649348745	1.0
	1518231	1518560		+		Rv1351	-	0	0	0	0	0	2208	0	2	0	0	0	0	0	0	2.925422182891974E-10	1.0
	1518763	1519134		+		Rv1352	-	1	0	0	17679	0	5625	0	20	0	0	0	12850	0	17	0.4475653515008707	1.0
	1519985	1519200		-		Rv1353c	-	9	10	4	107196	108136	43533	4	109	1	1	26659	45799	0	46	0.2797856295091965	1.0
	1521876	1520005		-		Rv1354c	-	22	24	24	245595	238888	233070	5	127	13	2	258195	72322	2	88	0.4533996686302346	1.0
	1524032	1521885		-	moeY	Rv1355c	-	25	35	26	287903	348148	255205	5	138	7	0	135373	22899	0	36	0.06246439381163858	0.4231334169036075
	1524820	1524029		-		Rv1356c	-	9	19	10	105148	188159	96950	7	164	10	3	198029	89291	4	181	0.3038081662752881	1.0
	1526216	1525293		-		Rv1357c	-	13	23	19	144602	232379	184858	8	202	13	1	246887	35914	3	153	0.4333937298382612	1.0
	1526612	1530091		+		Rv1358	-	11	20	16	133126	200168	157676	2	47	5	4	101659	119769	0	31	0.5921484443276225	1.0
	1530173	1530925	1530925	+		Rv1359	-	26	45	36	297332	447811	345636	20	482	17	2	329253	69028	6	264	0.5858685463875782	1.0
	1531348	1532370		+		Rv1360	-	10	26	15	116935	261616	151261	7	172	7	1	131327	46293	2	86	0.5970975300193163	1.0
	1533633	1532443		-	PPE19	Rv1361c	-	16	28	16	179714	284118	155467	7	173	5	2	107987	77265	1	77	0.9703036508205652	1.0
1532776			1533124	+	-	predicted RNA	antisense: PPE19	721	775	680	8015446	7661503	6444374	908	21128	407	136	7522821	3568039	366	15889	0.4125876381883262	1.0
1533344			1533384	+	-	predicted RNA	antisense: PPE19	17	25	13	193858	253759	126025	200	4663	14	11	265767	303459	146	6941	0.10127581907602802	0.5877462625798028
1533437			1533603	+	-	predicted RNA	antisense: PPE19	114	128	122	1271960	1270650	1158832	318	7388	67	28	1249170	758978	135	6012	0.6425791926328501	1.0
	1534610	1533948		-		Rv1362c	-	1	0	3	16439	5218	31756	1	26	1	0	21680	0	0	16	0.3688016359993827	1.0
	1535392	1534607		-		Rv1363c	-	0	0	0	0	0	5520	0	2	0	0	0	0	0	0	1.4527392062510361E-65	1.0
1535716			1535417	-	mcr15	RVnc0015	-	6	7	8	68610	71492	80862	10	245	2	1	37655	29818	2	112	0.2915014917176292	1.0
	1537644	1535683		-		Rv1364c	-	18	21	16	200682	213973	151682	4	96	6	7	113174	195222	1	78	0.3948817491657465	1.0
	1538169	1537783		-	rsfA	Rv1365c	-	0	1	0	0	19248	420	0	16	0	0	0	0	0	0	0.0	1.0
	1538390	1539211		+		Rv1366	-	3	4	6	33746	45679	61882	2	57	0	0	0	0	0	0	0.0	0.0
	1539180	1539440		+		Rv1366A	-	0	0	1	4900	8080	17665	1	39	0	0	9854	0	0	18	0.6417227531887898	1.0
	1540645	1539512		-		Rv1367c	-	13	15	12	152047	148709	113722	5	121	7	2	142531	68039	2	92	0.7042495722005084	1.0
	1541020	1541805		+	lprF	Rv1368	-	0	0	1	0	0	11303	0	4	0	0	14522	22240	0	23	0.06436174394742997	0.43197391336495944
	1543359	1544828		+		Rv1371	-	0	0	2	0	6116	20872	0	6	0	0	3423	0	0	1	0.025624193504211554	1.0
	1544825	1546006		+		Rv1372	-	4	3	0	53411	33277	0	1	24	0	0	14004	0	0	5	0.30636018408021437	1.0
	1546012	1546992		+		Rv1373	-	4	1	1	47456	13131	16561	1	26	0	0	16804	10378	0	13	0.3382367062600516	1.0
1547530	1547530	1547072	1547072	-		Rv1374c	-	29	21	31	323387	210774	294479	25	601	16	10	311721	275617	13	639	0.2600874202619709	1.0
1547129			1547268	+	MTS1082	RVnc0035	-	0	0	0	8684	56	4258	1	30	0	0	0	0	0	0	0.0	0.0
	1547832	1549151		+		Rv1375	-	26	30	22	293796	300673	216561	8	204	7	0	142219	18616	1	60	0.13509279377377315	0.7096831519256078
	1549148	1550641		+		Rv1376	-	10	16	10	111724	166778	104048	3	85	10	5	194398	150411	2	115	0.19967869954431977	0.9205981136467938
	1551217	1550579		-		Rv1377c	-	4	5	5	53039	57744	51735	3	84	2	0	53112	0	1	41	0.30761149833449697	1.0
	1552655	1551228		-		Rv1378c	-	1	3	5	21712	32996	49737	1	24	1	0	21473	11202	0	11	0.31452813377491357	1.0
	1552654	1553235		+	pyrR	Rv1379	-	1	0	0	20285	5948	0	0	15	0	0	0	12685	0	10	0.5776358487612425	1.0
	1553232	1554191		+	pyrB	Rv1380	-	0	1	0	2667	10325	0	0	4	0	1	0	26523	0	13	0.7017520169140435	1.0
	1554188	1555480		+	pyrC	Rv1381	-	0	1	0	558	11560	7465	0	5	1	0	33817	0	0	13	0.6381617497127015	1.0
	1555477	1555974		+		Rv1382	-	1	1	0	20223	11728	0	0	21	0	0	0	0	0	0	0.0	1.0
	1555971	1557101		+	carA	Rv1383	-	0	1	0	0	17171	5362	0	6	0	1	0	38714	0	17	0.6754475866991528	1.0
	1557101	1560448		+	carB	Rv1384	-	7	8	7	88027	82491	73449	1	24	3	0	59647	15156	0	11	0.28820645946789275	1.0
	1560445	1561269		+	pyrF	Rv1385	-	4	1	3	46153	17620	36435	1	40	0	0	14004	19110	0	20	0.32274728159132265	1.0
	1561464	1561772		+	PE15	Rv1386	-	1	1	1	17059	14309	12407	2	47	2	3	50726	92751	4	232	0.003998189199348994	0.04429386313000303
	1561769	1563388		+	PPE20	Rv1387	-	4	4	3	47952	46520	35804	1	26	1	4	23029	116474	0	43	0.5473723233335319	1.0
	1563694	1564266		+	mihF	Rv1388	-	0	0	1	10359	8473	12933	0	18	0	0	13796	2635	0	14	0.4255979223023823	1.0
	1564401	1565027		+	gmk	Rv1389	-	0	1	0	4652	14309	3943	0	12	1	1	21161	43163	1	51	0.0647286892459125	0.43277321901812815
1564453			1564409	-	-	predicted RNA	antisense: gmk	18	20	14	207320	205948	132649	173	4043	17	12	327178	338879	157	7400	0.039215473196476995	0.3053503749248814
	1565093	1565425		+	rpoZ	Rv1390	-	0	1	0	3660	11335	0	0	15	0	1	0	32289	0	48	0.964579606666911	1.0
1565551			1565101	-	-	predicted RNA	antisense: rpoZ dfp	315	417	411	3504528	4125925	3893743	369	8517	272	94	5040663	2470181	191	8326	0.39869167450904963	1.0
	1565441	1566697		+	dfp	Rv1391	-	4	1	0	50124	12345	0	0	16	0	0	0	0	0	0	0.0	1.0
	1566825	1568036		+	metK	Rv1392	-	0	0	4	8746	0	44637	0	14	1	0	22199	0	0	9	0.37284582610157313	1.0
